Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
11/08/2020,02/01/2020,11/07/2020,AK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,52,
11/08/2020,02/01/2020,11/07/2020,AK,COVID-19,COVID-19,U071,0-24,0,
11/08/2020,02/01/2020,11/07/2020,AK,COVID-19,COVID-19,U071,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AK,COVID-19,COVID-19,U071,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AK,COVID-19,COVID-19,U071,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AK,COVID-19,COVID-19,U071,55-64,12,
11/08/2020,02/01/2020,11/07/2020,AK,COVID-19,COVID-19,U071,65-74,18,
11/08/2020,02/01/2020,11/07/2020,AK,COVID-19,COVID-19,U071,75-84,19,
11/08/2020,02/01/2020,11/07/2020,AK,COVID-19,COVID-19,U071,85+,11,
11/08/2020,02/01/2020,11/07/2020,AK,COVID-19,COVID-19,U071,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AK,COVID-19,COVID-19,U071,All Ages,69,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,14,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,48,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,91,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,221,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,491,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,723,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,755,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,546,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,2889,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,11,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,43,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,96,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,138,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,100,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,396,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,16,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,37,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,74,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,171,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,218,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,200,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,126,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,847,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory failure,J96,0-24,10,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory failure,J96,25-34,32,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory failure,J96,35-44,60,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory failure,J96,45-54,168,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory failure,J96,55-64,398,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory failure,J96,65-74,567,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory failure,J96,75-84,644,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory failure,J96,85+,511,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory failure,J96,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory failure,J96,All Ages,2390,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory arrest,R09.2,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory arrest,R09.2,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory arrest,R09.2,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory arrest,R09.2,55-64,11,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory arrest,R09.2,65-74,21,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory arrest,R09.2,75-84,43,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory arrest,R09.2,85+,39,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Respiratory arrest,R09.2,All Ages,123,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,18,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,24,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,44,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,46,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,48,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,40,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,228,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,14,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,50,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,107,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,151,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,233,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,85+,189,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,749,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,16,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,42,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,89,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,143,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,85+,128,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,421,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrest,I46,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrest,I46,25-34,18,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrest,I46,35-44,19,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrest,I46,45-54,50,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrest,I46,55-64,81,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrest,I46,65-74,133,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrest,I46,75-84,162,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrest,I46,85+,100,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrest,I46,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrest,I46,All Ages,570,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,12,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,33,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,56,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,94,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,92,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,293,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Heart failure,I50,0-24,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Heart failure,I50,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Heart failure,I50,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Heart failure,I50,45-54,15,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Heart failure,I50,55-64,36,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Heart failure,I50,65-74,46,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Heart failure,I50,75-84,82,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Heart failure,I50,85+,102,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Heart failure,I50,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Heart failure,I50,All Ages,290,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,26,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,48,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,57,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,50,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,195,
